audit_group,bucket,method,l2_key,scene_frame,l2_item,family,question_index,question_id,question,answer,predicted,image_path,manual_valid_failure,manual_issue_type,manual_notes
random_only_l2_003,random_only_l2,random,scene-0013_frame31::bus1|bicycle2|car4,scene-0013_frame31,bus1|bicycle2|car4,distance_chain,13,53,"Which object is bicycle2 nearer to, bus1 or car4?",car4,Bicycle2 is nearer to bus1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT says bicycle2 is nearer to car4; model chooses bus1.
random_only_l2_004,random_only_l2,random,scene-0013_frame31::bicycle2|car1|bus1,scene-0013_frame31,bicycle2|car1|bus1,viewpoint_transfer,45,73,Imagine facing from bicycle2 toward car1; would bus1 be on your left or right?,left,"If you are facing from bicycle2 toward car1, bus1 would be on your right side.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT is left; model answers right for the viewpoint-transfer query.
random_only_l2_005,random_only_l2,random,scene-0018_frame39::barrier2|pedestrian11|truck1,scene-0018_frame39,barrier2|pedestrian11|truck1,converge,69,39,"What pedestrian is to the front of barrier2 and to the front left of truck1, and to the front right of pedestrian9?",pedestrian11,The pedestrian is a woman wearing a black jacket.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0018_frame39_mosaic.jpg,no,answer_granularity_mismatch,Model gives a visual description of a pedestrian but not the required instance id pedestrian11.
random_only_l2_006,random_only_l2,random,scene-0013_frame31::bus1|car1|car4,scene-0013_frame31,bus1|car1|car4,direction_chain,25,80,Is car4 in the same direction from car1 as car1 is from bus1?,False,"Yes, car4 is in the same direction as car1, as both are moving towards the bus.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT is False but model answers Yes for the chained direction query.
random_only_l2_007,random_only_l2,random,scene-0013_frame31::bus1|car1|car2,scene-0013_frame31,bus1|car1|car2,distance_chain,22,75,"Which object is car1 nearer to, bus1 or car2?",car2,Car1 is nearer to bus1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT says car1 is nearer to car2; model chooses bus1.
random_only_l2_008,random_only_l2,random,scene-0013_frame31::bus1|car2|car4,scene-0013_frame31,bus1|car2|car4,viewpoint_transfer,36,51,Imagine facing from bus1 toward car2; would car4 be on your left or right?,left,"If you are facing from bus1 toward car2, car4 would be on your right.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT is left; model answers right for the viewpoint-transfer query.
random_only_l2_009,random_only_l2,random,scene-0018_frame39::barrier2|pedestrian14|barrier4,scene-0018_frame39,barrier2|pedestrian14|barrier4,converge,59,78,"There is a pedestrian to the front left of barrier2 and to the back left of barrier4, and to the back of pedestrian7, and to the front of pedestrian5; what is it?",pedestrian14,It is a woman walking down the sidewalk.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0018_frame39_mosaic.jpg,no,answer_granularity_mismatch,Model gives a generic visual description and omits the required instance id pedestrian14.
random_only_l2_010,random_only_l2,random,scene-0013_frame31::bus1|car5|car2,scene-0013_frame31,bus1|car5|car2,direction_chain,26,67,"Considering the direction from bus1 to car5, is car2 in a similar direction from car5?",False,"Yes, car2 is in a similar direction from car5. Both car2 and car5 are traveling down the same street, which is a two-lane road.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT is False but model answers Yes for similar-direction reasoning.
random_only_l2_011,random_only_l2,random,scene-0013_frame31::bus1|car4|car2,scene-0013_frame31,bus1|car4|car2,distance_chain,44,64,"Between bus1 and car2, which one is closer to car4?",car2,Bus 1 is closer to car 4 than car 2.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT says car2 is closer to car4; model chooses bus1.
random_only_l2_012,random_only_l2,random,scene-0013_frame31::car4|bicycle2|car5,scene-0013_frame31,car4|bicycle2|car5,viewpoint_transfer,49,78,"If you face from car4 toward bicycle2, is car5 on your left or on your right?",left,Car5 is on your right.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT is left; model answers right for the viewpoint-transfer query.
shared_l2_001,shared_l2_advtest,advtest,scene-0013_frame31::bicycle2|bus1|car1,scene-0013_frame31,bicycle2|bus1|car1,converge,19,13,What bus is positioned to the front of bicycle2 and also to the front of car1?,bus1,The bus is positioned to the front of both bicycle2 and car1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,no,answer_granularity_mismatch,Model gives only a generic bus/relation and never provides the required instance id bus1.
shared_l2_001,shared_l2_random,random,scene-0013_frame31::bicycle2|bus1|car1,scene-0013_frame31,bicycle2|bus1|car1,converge,38,13,What bus is positioned to the front of bicycle2 and also to the front of car1?,bus1,The bus is positioned to the front of both bicycle2 and car1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,no,answer_granularity_mismatch,Model gives only a generic bus/relation and never provides the required instance id bus1.
shared_l2_002,shared_l2_advtest,advtest,scene-0013_frame31::bus1|bicycle2|car2,scene-0013_frame31,bus1|bicycle2|car2,direction_chain,46,46,"From bicycle2's perspective, are bus1 and car2 in the same direction?",False,"Yes, from bicycle2's perspective, bus1 and car2 are in the same direction.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT is False but model answers Yes for same-direction relation.
shared_l2_002,shared_l2_random,random,scene-0013_frame31::bus1|bicycle2|car2,scene-0013_frame31,bus1|bicycle2|car2,direction_chain,23,46,"From bicycle2's perspective, are bus1 and car2 in the same direction?",False,"Yes, from bicycle2's perspective, bus1 and car2 are in the same direction.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT is False but model answers Yes for same-direction relation.
shared_l2_003,shared_l2_advtest,advtest,scene-0013_frame31::bicycle2|bus1|ego,scene-0013_frame31,bicycle2|bus1|ego,distance_chain,50,50,"Between bicycle2 and ego, which one is closer to bus1?",ego,Bicycle2 is closer to bus1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT says ego is closer to bus1; model chooses bicycle2.
shared_l2_003,shared_l2_random,random,scene-0013_frame31::bicycle2|bus1|ego,scene-0013_frame31,bicycle2|bus1|ego,distance_chain,17,50,"Between bicycle2 and ego, which one is closer to bus1?",ego,Bicycle2 is closer to bus1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT says ego is closer to bus1; model chooses bicycle2.
shared_l2_004,shared_l2_advtest,advtest,scene-0013_frame31::bicycle2|car5|car2,scene-0013_frame31,bicycle2|car5|car2,viewpoint_transfer,45,45,"If you face from bicycle2 toward car5, is car2 on your left or on your right?",left,Car2 is on your right.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT is left; model answers right for the viewpoint-transfer query.
shared_l2_004,shared_l2_random,random,scene-0013_frame31::bicycle2|car5|car2,scene-0013_frame31,bicycle2|car5|car2,viewpoint_transfer,33,45,"If you face from bicycle2 toward car5, is car2 on your left or on your right?",left,Car2 is on your right.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT is left; model answers right for the viewpoint-transfer query.
shared_l2_005,shared_l2_advtest,advtest,scene-0013_frame31::bicycle2|bus1|car2,scene-0013_frame31,bicycle2|bus1|car2,converge,35,35,What bus is positioned to the front of bicycle2 and also to the front of car2?,bus1,The bus is positioned to the front of both bicycle2 and car2.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,no,answer_granularity_mismatch,Model gives only a generic bus/relation and never provides the required instance id bus1.
shared_l2_005,shared_l2_random,random,scene-0013_frame31::bicycle2|bus1|car2,scene-0013_frame31,bicycle2|bus1|car2,converge,48,35,What bus is positioned to the front of bicycle2 and also to the front of car2?,bus1,The bus is positioned to the front of both bicycle2 and car2.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,no,answer_granularity_mismatch,Model gives only a generic bus/relation and never provides the required instance id bus1.
shared_l2_006,shared_l2_advtest,advtest,scene-0013_frame31::car1|ego|car2,scene-0013_frame31,car1|ego|car2,direction_chain,48,48,"From ego's perspective, are car1 and car2 in the same direction?",False,"Yes, from ego's perspective, car1 and car2 are in the same direction, as they are both traveling down the same street.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT is False but model answers Yes for same-direction relation.
shared_l2_006,shared_l2_random,random,scene-0013_frame31::car1|ego|car2,scene-0013_frame31,car1|ego|car2,direction_chain,32,48,"From ego's perspective, are car1 and car2 in the same direction?",False,"Yes, from ego's perspective, car1 and car2 are in the same direction, as they are both traveling down the same street.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT is False but model answers Yes for same-direction relation.
shared_l2_007,shared_l2_advtest,advtest,scene-0013_frame31::bicycle2|car4|car2,scene-0013_frame31,bicycle2|car4|car2,distance_chain,41,41,"Of bicycle2 and car2, which is at a shorter distance from car4?",car2,Bicycle2 is at a shorter distance from car4.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT says car2 is closer to car4; model chooses bicycle2.
shared_l2_007,shared_l2_random,random,scene-0013_frame31::bicycle2|car4|car2,scene-0013_frame31,bicycle2|car4|car2,distance_chain,42,41,"Of bicycle2 and car2, which is at a shorter distance from car4?",car2,Bicycle2 is at a shorter distance from car4.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT says car2 is closer to car4; model chooses bicycle2.
shared_l2_008,shared_l2_advtest,advtest,scene-0013_frame31::bicycle2|car4|bus1,scene-0013_frame31,bicycle2|car4|bus1,converge,34,34,There is a car to the back right of bicycle2 and to the back right of bus1; what is it?,car4,There is a car to the back right of bicycle2 and to the back right of bus1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,no,answer_granularity_mismatch,Model restates a generic car relation and omits the required instance id car4.
shared_l2_008,shared_l2_random,random,scene-0013_frame31::bicycle2|car4|bus1,scene-0013_frame31,bicycle2|car4|bus1,converge,5,34,There is a car to the back right of bicycle2 and to the back right of bus1; what is it?,car4,There is a car to the back right of bicycle2 and to the back right of bus1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,no,answer_granularity_mismatch,Model restates a generic car relation and omits the required instance id car4.
shared_l2_009,shared_l2_advtest,advtest,scene-0094_frame7::car12|car4|car6,scene-0094_frame7,car12|car4|car6,direction_chain,446,51,Does car6 lie in the same direction from car4 as car12?,False,"Yes, car6 lies in the same direction from car4 as car12.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0094_frame7_mosaic.jpg,yes,valid_visual_or_structural_error,GT is False but model answers Yes for same-direction relation.
shared_l2_009,shared_l2_random,random,scene-0094_frame7::car12|car4|car6,scene-0094_frame7,car12|car4|car6,direction_chain,442,51,Does car6 lie in the same direction from car4 as car12?,False,"Yes, car6 lies in the same direction from car4 as car12.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0094_frame7_mosaic.jpg,yes,valid_visual_or_structural_error,GT is False but model answers Yes for same-direction relation.
shared_l2_010,shared_l2_advtest,advtest,scene-0013_frame31::bus1|car1|car5,scene-0013_frame31,bus1|car1|car5,distance_chain,47,47,"Which object is car1 nearer to, bus1 or car5?",car5,Car1 is nearer to bus1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT says car1 is nearer to car5; model chooses bus1.
shared_l2_010,shared_l2_random,random,scene-0013_frame31::bus1|car1|car5,scene-0013_frame31,bus1|car1|car5,distance_chain,50,47,"Which object is car1 nearer to, bus1 or car5?",car5,Car1 is nearer to bus1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,GT says car1 is nearer to car5; model chooses bus1.
shared_l2_011,shared_l2_advtest,advtest,scene-0013_frame31::bicycle2|car4|car1,scene-0013_frame31,bicycle2|car4|car1,converge,23,19,What car is positioned to the back right of bicycle2 and also to the back right of car1?,car4,A bus is positioned to the back right of bicycle2 and also to the back right of car1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,"Question asks for car4; model answers bus, a wrong object/category."
shared_l2_011,shared_l2_random,random,scene-0013_frame31::bicycle2|car4|car1,scene-0013_frame31,bicycle2|car4|car1,converge,43,19,What car is positioned to the back right of bicycle2 and also to the back right of car1?,car4,A bus is positioned to the back right of bicycle2 and also to the back right of car1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,"Question asks for car4; model answers bus, a wrong object/category."
shared_l2_012,shared_l2_advtest,advtest,scene-0013_frame31::bus1|bicycle2|car5,scene-0013_frame31,bus1|bicycle2|car5,converge,29,27,What bicycle is positioned to the back of bus1 and also to the front left of car5?,bicycle2,The bicycle is positioned to the back of bus1 and also to the front left of car5.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,no,answer_granularity_mismatch,Model gives only a generic bicycle/relation and never provides the required instance id bicycle2.
shared_l2_012,shared_l2_random,random,scene-0013_frame31::bus1|bicycle2|car5,scene-0013_frame31,bus1|bicycle2|car5,converge,6,27,What bicycle is positioned to the back of bus1 and also to the front left of car5?,bicycle2,The bicycle is positioned to the back of bus1 and also to the front left of car5.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,no,answer_granularity_mismatch,Model gives only a generic bicycle/relation and never provides the required instance id bicycle2.
