adjudication_id,selection_reason,human_valid_failure,human_issue_type,human_agrees_with_assisted,human_notes,audit_group,bucket,method,l2_key,scene_frame,l2_item,family,question_index,question_id,question,answer,predicted,image_path,auto_valid_failure,auto_issue_type,auto_confidence,auto_notes,manual_valid_failure,manual_issue_type,manual_notes
rq1_adjudication_015,stratified_assisted_yes,,,,,advtest_only_l2_059,advtest_only_l2,advtest,scene-0099_frame8::barrier8|barrier6|car14,scene-0099_frame8,barrier8|barrier6|car14,converge,691,40,"Which barrier can be found to the front right of car11 and to the back right of car14, and to the front left of pedestrian1, and to the front right of barrier8?",barrier6,"The barrier can be found to the front right of car11 and to the back right of car14, and to the front left of pedestrian1, and to the front right of barrier8.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame8_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
rq1_adjudication_016,stratified_assisted_yes,,,,,advtest_only_l2_064,advtest_only_l2,advtest,scene-0097_frame12::barrier15|barrier22|car2,scene-0097_frame12,barrier15|barrier22|car2,converge,458,13,"Identify the barrier located to the front of barrier11 and to the front of barrier15, and to the front right of car2, and to the back of barrier21, and to the front right of pedestrian2.",barrier22,The barrier located to the front of barrier11 and to the front of barrier15 is a white barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame12_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
rq1_adjudication_017,stratified_assisted_no,,,,,advtest_only_l2_069,advtest_only_l2,advtest,scene-0098_frame15::bus1|car10|car16,scene-0098_frame15,bus1|car10|car16,converge,576,148,"There is a car to the back of bus1 and to the front of car16, and to the front of car5; what is it?",car10,The car in the middle of the image is a black car.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0098_frame15_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
rq1_adjudication_018,stratified_assisted_no,,,,,advtest_only_l2_075,advtest_only_l2,advtest,scene-0102_frame39::ego|car2|pedestrian7,scene-0102_frame39,ego|car2|pedestrian7,converge,832,2,What car is positioned to the front of ego and also to the front of pedestrian7?,car2,"The car is positioned in the middle of the image, between the two pictures of the city.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame39_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
rq1_adjudication_019,all_uncertain,,,,,advtest_only_l2_076,advtest_only_l2,advtest,scene-0102_frame31::car1|pedestrian4|pedestrian26,scene-0102_frame31,car1|pedestrian4|pedestrian26,converge,793,83,"There is a pedestrian to the front of car1 and to the front of pedestrian26, and to the front left of ego; what is it?",pedestrian4,It is a traffic light.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame31_mosaic.jpg,uncertain,other,low,Heuristic cannot confidently classify this failure; manual review required.,uncertain,other,ASSISTED_REVIEW: retained as uncertain because auto-prefill confidence is low. Heuristic cannot confidently classify this failure; manual review required.
rq1_adjudication_020,all_uncertain,,,,,advtest_only_l2_079,advtest_only_l2,advtest,scene-0036_frame19::barrier10|barrier13|pedestrian3,scene-0036_frame19,barrier10|barrier13|pedestrian3,converge,272,98,"There is a barrier to the front of barrier6 and to the back right of pedestrian3, and to the front of barrier10, and to the back of barrier16; what is it?",barrier13,It is a traffic cone.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame19_mosaic.jpg,uncertain,other,low,Heuristic cannot confidently classify this failure; manual review required.,uncertain,other,ASSISTED_REVIEW: retained as uncertain because auto-prefill confidence is low. Heuristic cannot confidently classify this failure; manual review required.
rq1_adjudication_021,all_uncertain,,,,,advtest_only_l2_080,advtest_only_l2,advtest,scene-0018_frame39::barrier3|pedestrian11|pedestrian14,scene-0018_frame39,barrier3|pedestrian11|pedestrian14,converge,57,132,"There is a pedestrian to the front of barrier2 and to the front of pedestrian14, and to the back left of barrier3, and to the front right of pedestrian9; what is it?",pedestrian11,It is a woman walking down the sidewalk.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0018_frame39_mosaic.jpg,uncertain,other,low,Heuristic cannot confidently classify this failure; manual review required.,uncertain,other,ASSISTED_REVIEW: retained as uncertain because auto-prefill confidence is low. Heuristic cannot confidently classify this failure; manual review required.
rq1_adjudication_022,stratified_assisted_yes,,,,,advtest_only_l2_083,advtest_only_l2,advtest,scene-0097_frame12::barrier2|barrier3|barrier5,scene-0097_frame12,barrier2|barrier3|barrier5,converge,467,69,"Identify the barrier located to the back of barrier2 and to the back of barrier4, and to the back of barrier8, and to the front of barrier5.",barrier3,"The barrier located to the back of barrier2 and to the back of barrier4, and to the back of barrier8, and to the front of barrier5 is a white barrier.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame12_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
rq1_adjudication_023,all_uncertain,,,,,advtest_only_l2_089,advtest_only_l2,advtest,scene-0018_frame39::car2|pedestrian14|pedestrian5,scene-0018_frame39,car2|pedestrian14|pedestrian5,converge,58,23,"There is a pedestrian to the front left of car2 and to the back of pedestrian6, and to the back of pedestrian7, and to the front of pedestrian5; what is it?",pedestrian14,It is a woman walking down the sidewalk.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0018_frame39_mosaic.jpg,uncertain,other,low,Heuristic cannot confidently classify this failure; manual review required.,uncertain,other,ASSISTED_REVIEW: retained as uncertain because auto-prefill confidence is low. Heuristic cannot confidently classify this failure; manual review required.
rq1_adjudication_024,stratified_assisted_yes,,,,,advtest_only_l2_090,advtest_only_l2,advtest,scene-0097_frame37::car6|car9|pedestrian2,scene-0097_frame37,car6|car9|pedestrian2,converge,510,26,"What car is positioned to the front of car6 and also to the front left of pedestrian1, and to the front right of pedestrian2?",car9,"The car positioned to the front of car6 and also to the front left of pedestrian1, and to the front right of pedestrian2 is a black car.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame37_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
rq1_adjudication_025,stratified_assisted_no,,,,,advtest_only_l2_094,advtest_only_l2,advtest,scene-0097_frame12::barrier19|barrier8|car5,scene-0097_frame12,barrier19|barrier8|car5,converge,485,124,"What barrier is to the back of car5 and to the front right of pedestrian7, and to the back of barrier19, and to the front of barrier3?",barrier8,The barrier is a white barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame12_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
rq1_adjudication_026,stratified_assisted_yes,,,,,random_only_l2_001,random_only_l2,random,scene-0099_frame8::barrier6|barrier8|barrier9,scene-0099_frame8,barrier6|barrier8|barrier9,converge,661,170,"What barrier is to the front of barrier9 and to the back right of car12, and to the back left of barrier6?",barrier8,"There is a construction barrier in front of barrier 9 and to the back right of car 12, and to the back left of barrier 6.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame8_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
rq1_adjudication_027,stratified_assisted_yes,,,,,random_only_l2_002,random_only_l2,random,scene-0036_frame19::pedestrian2|barrier3|truck1,scene-0036_frame19,pedestrian2|barrier3|truck1,converge,272,82,Which barrier can be found to the front of pedestrian2 and to the back left of truck1?,barrier3,A barrier can be found in front of pedestrian2 and to the back left of truck1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame19_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
rq1_adjudication_028,stratified_assisted_no,,,,,random_only_l2_003,random_only_l2,random,scene-0099_frame8::car2|car7|pedestrian2,scene-0099_frame8,car2|car7|pedestrian2,converge,668,93,"There is a car to the back left of car2 and to the front left of car9, and to the front of pedestrian2; what is it?",car7,The car in the middle of the image is a black car.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame8_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
rq1_adjudication_029,stratified_assisted_yes,,,,,random_only_l2_005,random_only_l2,random,scene-0035_frame14::car14|car11|ego,scene-0035_frame14,car14|car11|ego,converge,144,198,"Which car can be found to the front of barrier3 and to the front of car14, and to the front of ego?",car11,"The car that can be found to the front of barrier3, car14, and ego is a white car.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame14_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
rq1_adjudication_030,stratified_assisted_no,,,,,random_only_l2_008,random_only_l2,random,scene-0104_frame20::pedestrian22|car3|pedestrian25,scene-0104_frame20,pedestrian22|car3|pedestrian25,converge,908,117,"There is a car to the back left of pedestrian22 and to the back left of pedestrian25, and to the back left of car8; what is it?",car3,The car is a white truck.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame20_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
rq1_adjudication_031,stratified_assisted_yes,,,,,random_only_l2_010,random_only_l2,random,scene-0097_frame37::car8|pedestrian3|truck2,scene-0097_frame37,car8|pedestrian3|truck2,converge,542,109,"What pedestrian is to the back left of car8 and to the back left of truck2, and to the back right of pedestrian8?",pedestrian3,"The pedestrian is to the back left of car8 and to the back left of truck2, and to the back right of pedestrian8.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame37_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
rq1_adjudication_032,stratified_assisted_yes,,,,,random_only_l2_011,random_only_l2,random,scene-0094_frame7::car4|barrier2|car6,scene-0094_frame7,car4|barrier2|car6,direction_chain,439,77,Does car6 lie in the same direction from barrier2 as car4?,False,"Yes, car6 lies in the same direction from barrier2 as car4.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0094_frame7_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
rq1_adjudication_033,stratified_assisted_yes,,,,,random_only_l2_016,random_only_l2,random,scene-0013_frame31::car1|ego|car4,scene-0013_frame31,car1|ego|car4,direction_chain,30,84,Is car4 in the same direction from ego as ego is from car1?,False,"Yes, car4 is in the same direction as ego is from car1.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
rq1_adjudication_034,stratified_assisted_yes,,,,,random_only_l2_023,random_only_l2,random,scene-0097_frame37::car8|car12|pedestrian3,scene-0097_frame37,car8|car12|pedestrian3,distance_chain,528,187,"Of car8 and pedestrian3, which is at a shorter distance from car12?",pedestrian3,Car8 is at a shorter distance from car12.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame37_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
rq1_adjudication_035,stratified_assisted_yes,,,,,random_only_l2_037,random_only_l2,random,scene-0013_frame31::car4|bicycle2|car5,scene-0013_frame31,car4|bicycle2|car5,viewpoint_transfer,49,78,"If you face from car4 toward bicycle2, is car5 on your left or on your right?",left,Car5 is on your right.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected left; prediction says right.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected left; prediction says right.
rq1_adjudication_036,stratified_assisted_yes,,,,,random_only_l2_049,random_only_l2,random,scene-0097_frame37::car2|car12|pedestrian3,scene-0097_frame37,car2|car12|pedestrian3,distance_chain,549,177,"Which object is car12 nearer to, car2 or pedestrian3?",car2,Car12 is nearer to pedestrian3.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame37_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
rq1_adjudication_037,stratified_assisted_no,,,,,random_only_l2_050,random_only_l2,random,scene-0018_frame39::car1|car2|pedestrian13,scene-0018_frame39,car1|car2|pedestrian13,converge,96,2,What car is to the back of car1 and to the back of pedestrian13?,car2,The car is a white car.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0018_frame39_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
rq1_adjudication_038,stratified_assisted_no,,,,,random_only_l2_062,random_only_l2,random,scene-0097_frame12::barrier1|barrier2|car12,scene-0097_frame12,barrier1|barrier2|car12,converge,456,136,"There is a barrier to the back of car12 and to the back right of pedestrian6, and to the back right of ego, and to the front of barrier1; what is it?",barrier2,It is a guardrail or a barrier that is separating the lanes of traffic and providing safety for pedestrians and vehicles.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame12_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
rq1_adjudication_039,stratified_assisted_yes,,,,,random_only_l2_067,random_only_l2,random,scene-0036_frame19::barrier12|pedestrian5|barrier14,scene-0036_frame19,barrier12|pedestrian5|barrier14,converge,294,48,"What pedestrian is positioned to the back left of barrier12 and also to the back left of barrier14, and to the back right of pedestrian3?",pedestrian5,"The pedestrian is positioned to the back left of barrier12 and also to the back left of barrier14, and to the back right of pedestrian3.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame19_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
